elapsed_s,fc_vx,fc_vy,filt_vx,filt_vy,dvx,dvy,overshoot_flag
28.833,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
28.942,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.044,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.150,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.251,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.360,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.463,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.564,-0.0100,0.0000,-0.0000,-0.0000,-0.0992,0.0000,0
29.664,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.770,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.871,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
29.988,-0.0100,0.0000,0.0001,-0.0002,0.0000,0.0000,0
30.090,-0.0300,0.0100,-0.0271,-0.0000,-0.1955,0.0977,0
30.203,-0.0600,0.0100,-0.0488,-0.0005,-0.2662,0.0000,0
30.311,-0.1300,0.0100,-0.0348,-0.0001,-0.6495,0.0000,0
30.420,-0.1900,0.0100,-0.0277,-0.0022,-0.5486,0.0000,0
30.522,-0.2400,0.0000,-0.0300,0.0095,-0.4901,-0.0980,0
30.624,-0.3000,-0.0100,-0.0476,0.0070,-0.5907,-0.0985,0
30.731,-0.3500,0.0000,-0.0847,0.0052,-0.4677,0.0935,0
30.832,-0.3700,-0.0100,-0.1323,0.0038,-0.1982,-0.0991,0
30.943,-0.3800,-0.0400,-0.2065,0.0123,-0.0901,-0.2702,0
31.043,-0.3700,-0.0400,-0.2514,0.0079,0.0994,0.0000,0
31.149,-0.3400,-0.0500,-0.3031,0.0067,0.2834,-0.0945,0
31.253,-0.2900,-0.0300,-0.3476,-0.0129,0.4823,0.1929,1
31.364,-0.2500,-0.0200,-0.3729,-0.0252,0.3605,0.0901,1
31.470,-0.1900,-0.0100,-0.3851,-0.0195,0.5641,0.0940,1
31.582,-0.1200,0.0000,-0.3987,-0.0342,0.6259,0.0894,1
31.684,-0.0700,0.0000,-0.2250,-0.0112,0.4916,0.0000,1
31.785,-0.0300,0.0000,-0.0452,-0.0000,0.3965,0.0000,1
31.886,0.0000,0.0000,-0.0005,-0.0000,0.2959,0.0000,0
31.993,0.0100,0.0000,-0.0004,-0.0000,0.0938,0.0000,0
32.101,0.0300,0.0000,0.0197,-0.0000,0.1849,0.0000,0
32.204,0.0200,0.0000,0.0210,-0.0000,-0.0968,0.0000,0
32.311,0.0200,0.0100,0.0200,-0.0000,0.0000,0.0939,0
32.422,0.0100,0.0000,0.0020,-0.0000,-0.0897,-0.0897,0
32.527,0.0000,0.0000,0.0000,0.0000,-0.0953,0.0000,0
32.635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
32.744,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0919,0
32.853,0.0000,-0.0200,-0.0002,-0.0198,0.0000,-0.0917,0
32.964,0.0000,-0.0200,-0.0000,-0.0200,0.0000,0.0000,0
33.065,0.0000,-0.0200,-0.0002,-0.0200,0.0000,0.0000,0
33.171,0.0100,-0.0100,-0.0000,-0.0000,0.0944,0.0944,0
33.271,0.0100,-0.0100,-0.0003,-0.0000,0.0000,0.0000,0
33.381,0.0100,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
33.483,0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0974,0
33.586,0.0000,0.0000,-0.0000,-0.0000,-0.0976,0.0000,0
33.691,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
33.792,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
33.903,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
34.010,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
34.122,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
34.227,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
34.334,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
34.435,-0.0100,0.0000,-0.0000,-0.0000,-0.0985,0.0000,0
34.543,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
34.643,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
34.752,-0.0200,0.0000,-0.0000,-0.0000,-0.0923,0.0000,0
34.860,-0.0100,-0.0100,-0.0000,0.0003,0.0923,-0.0923,0
34.965,-0.0200,-0.0400,-0.0200,-0.0345,-0.0957,-0.2872,0
35.069,-0.0200,-0.1000,-0.0177,-0.0402,0.0000,-0.5739,0
35.170,-0.0100,-0.1600,-0.0127,-0.0150,0.0991,-0.5947,0
35.280,-0.0200,-0.2200,-0.0073,-0.0061,-0.0909,-0.5455,0
35.383,-0.0300,-0.2800,-0.0049,-0.0192,-0.0967,-0.5801,0
35.490,-0.0300,-0.3700,-0.0036,-0.0427,0.0000,-0.8426,0
35.591,-0.0400,-0.4300,0.0026,-0.0958,-0.0994,-0.5963,0
35.702,-0.0400,-0.4400,0.0070,-0.1823,0.0000,-0.0901,0
35.803,-0.0400,-0.4300,-0.0006,-0.2748,0.0000,0.0987,0
35.904,-0.0300,-0.4100,-0.0093,-0.3322,0.0991,0.1982,0
36.004,-0.0200,-0.3800,-0.0095,-0.3799,0.0997,0.2990,0
36.112,-0.0100,-0.3000,-0.0070,-0.4198,0.0931,0.7449,0
36.220,0.0000,-0.2300,-0.0244,-0.4346,0.0921,0.6446,0
36.325,0.0100,-0.1600,-0.0197,-0.4096,0.0952,0.6665,0
36.435,0.0000,-0.0900,-0.0118,-0.3773,-0.0912,0.6386,0
36.543,0.0000,-0.0500,0.0013,-0.0714,0.0000,0.3702,0
36.653,-0.0100,-0.0300,0.0000,-0.0420,-0.0914,0.1829,0
36.764,-0.0100,-0.0100,0.0000,-0.0020,0.0000,0.1787,0
36.870,-0.0200,-0.0100,-0.0200,-0.0000,-0.0949,0.0000,0
36.972,-0.0200,-0.0100,-0.0200,-0.0000,0.0000,0.0000,0
37.086,-0.0200,-0.0100,-0.0200,-0.0000,0.0000,0.0000,0
37.191,-0.0200,-0.0100,-0.0200,-0.0000,0.0000,0.0000,0
37.303,-0.0200,0.0000,-0.0200,-0.0000,0.0000,0.0891,0
37.405,-0.0200,0.0000,-0.0200,-0.0000,0.0000,0.0000,0
37.511,-0.0100,0.0000,-0.0000,-0.0000,0.0944,0.0000,0
37.620,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
37.729,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
37.833,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
37.940,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
38.042,-0.0100,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
38.143,-0.0100,-0.0100,-0.0000,-0.0000,0.0000,-0.0991,0
38.244,-0.0100,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
38.352,0.0000,-0.0100,-0.0000,-0.0001,0.0928,0.0000,0
38.467,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0867,0
38.572,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
38.673,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
38.782,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
